sampleID	dnaSampleID	siteID	sequencerRunID	internalLabID	collectDate	processedDate	sampleTotalReadNumber	sampleFilteredReadNumber	ncbiProjectID	remarks
BLUE.20170724.AMC.EPILITHON.5	BLUE.20170724.AMC.EPILITHON.5-DNA1	BLUE	HVFC7BGX5	BMI_Tube814	2017-07-24T17:27:00Z	2018-07-10T00:00:00Z	13582030	8383129	PRJNA406976	paired ends may be out of order
BLUE.20170724.AMC.EPILITHON.7	BLUE.20170724.AMC.EPILITHON.7-DNA1	BLUE	HVFC7BGX5	BMI_Tube816	2017-07-24T17:27:00Z	2018-07-10T00:00:00Z	8106182	2687303	PRJNA406976	paired ends may be out of order
BLUE.20170724.AMC.EPILITHON.1	BLUE.20170724.AMC.EPILITHON.1-DNA1	BLUE	HVKLFBGX5	BMI_Tube794	2017-07-24T17:27:00Z	2018-07-18T00:00:00Z	12096849	7211803	PRJNA406976	paired ends may be out of order
BLUE.20170724.AMC.EPILITHON.2	BLUE.20170724.AMC.EPILITHON.2-DNA1	BLUE	HVKLFBGX5	BMI_Tube795	2017-07-24T17:27:00Z	2018-07-18T00:00:00Z	14807372	8860286	PRJNA406976	paired ends may be out of order
BLUE.20170724.AMC.EPILITHON.6	BLUE.20170724.AMC.EPILITHON.6-DNA1	BLUE	HVFC7BGX5	BMI_Tube815	2017-07-24T17:27:00Z	2018-07-10T00:00:00Z	7349010	2341829	PRJNA406976	paired ends may be out of order
BLUE.20170724.AMC.EPILITHON.4	BLUE.20170724.AMC.EPILITHON.4-DNA1	BLUE	HVKLFBGX5	BMI_Tube797	2017-07-24T17:27:00Z	2018-07-18T00:00:00Z	5277937	1705637	PRJNA406976	paired ends may be out of order
BLUE.20180712.AMC.EPILITHON.5	BLUE.20180712.AMC.EPILITHON.5-DNA1	BLUE	HFWM2BGX7	BMI_AquaticPlate3WellF1	2018-07-12T14:29:00Z	2018-10-01T00:00:00Z	18452519	5760629	PRJNA406976	paired ends may be out of order
BLUE.20180712.AMC.EPILITHON.4	BLUE.20180712.AMC.EPILITHON.4-DNA1	BLUE	HFWM2BGX7	BMI_AquaticPlate3WellE1	2018-07-12T14:29:00Z	2018-10-01T00:00:00Z	39186	NA	PRJNA406976	paired ends may be out of order
BLUE.20180712.AMC.EPILITHON.1	BLUE.20180712.AMC.EPILITHON.1-DNA1	BLUE	HFWM2BGX7	BMI_AquaticPlate3WellB1	2018-07-12T14:29:00Z	2018-10-01T00:00:00Z	7738802	6846323	PRJNA406976	paired ends may be out of order
BLUE.20180712.AMC.EPILITHON.8	BLUE.20180712.AMC.EPILITHON.8-DNA1	BLUE	HFWM2BGX7	BMI_AquaticPlate3WellA2	2018-07-12T14:29:00Z	2018-10-01T00:00:00Z	24986683	11338266	PRJNA406976	paired ends may be out of order
BLUE.20180712.AMC.EPILITHON.6	BLUE.20180712.AMC.EPILITHON.6-DNA1	BLUE	HFWM2BGX7	BMI_AquaticPlate3WellG1	2018-07-12T14:29:00Z	2018-10-01T00:00:00Z	25918786	9153822	PRJNA406976	paired ends may be out of order
BLUE.20180712.AMC.EPILITHON.2	BLUE.20180712.AMC.EPILITHON.2-DNA1	BLUE	HFWM2BGX7	BMI_AquaticPlate3WellC1	2018-07-12T14:29:00Z	2018-10-01T00:00:00Z	3330069	1122505	PRJNA406976	paired ends may be out of order
BLUE.20180712.AMC.EPILITHON.7	BLUE.20180712.AMC.EPILITHON.7-DNA1	BLUE	HFWM2BGX7	BMI_AquaticPlate3WellH1	2018-07-12T14:29:00Z	2018-10-01T00:00:00Z	11109281	3845587	PRJNA406976	paired ends may be out of order
BLUE.20180712.AMC.EPILITHON.3	BLUE.20180712.AMC.EPILITHON.3-DNA1	BLUE	HFWM2BGX7	BMI_AquaticPlate3WellD1	2018-07-12T14:29:00Z	2018-10-01T00:00:00Z	24198053	21300616	PRJNA406976	paired ends may be out of order
PRIN.20160720.AMC.EPIPSAMMON.4	PRIN.20160720.AMC.EPIPSAMMON.4-DNA1	PRIN	HVKLFBGX5	BMI_Tube802	2016-07-20T09:30:00Z	2018-07-18T00:00:00Z	6031851	3855452	PRJNA406976	paired ends may be out of order
PRIN.20160720.AMC.EPIPSAMMON.5	PRIN.20160720.AMC.EPIPSAMMON.5-DNA1	PRIN	HVKLFBGX5	BMI_Tube803	2016-07-20T09:30:00Z	2018-07-18T00:00:00Z	1685163	763878	PRJNA406976	paired ends may be out of order
PRIN.20160720.AMC.EPILITHON.3	PRIN.20160720.AMC.EPILITHON.3-DNA1	PRIN	HVKLFBGX5	BMI_Tube788	2016-07-20T09:30:00Z	2018-07-18T00:00:00Z	15986730	9935907	PRJNA406976	paired ends may be out of order
PRIN.20160720.AMC.EPILITHON.1	PRIN.20160720.AMC.EPILITHON.1-DNA1	PRIN	HVKLFBGX5	BMI_Tube786	2016-07-20T09:30:00Z	2018-07-18T00:00:00Z	6109003	2976928	PRJNA406976	paired ends may be out of order
PRIN.20160720.AMC.EPIPSAMMON.3	PRIN.20160720.AMC.EPIPSAMMON.3-DNA1	PRIN	HVKLFBGX5	BMI_Tube801	2016-07-20T09:30:00Z	2018-07-18T00:00:00Z	11009627	3911297	PRJNA406976	paired ends may be out of order
PRIN.20160720.AMC.EPIPSAMMON.1	PRIN.20160720.AMC.EPIPSAMMON.1-DNA1	PRIN	HVKLFBGX5	BMI_Tube799	2016-07-20T09:30:00Z	2018-07-18T00:00:00Z	14529396	5399052	PRJNA406976	paired ends may be out of order
PRIN.20160720.AMC.EPILITHON.2	PRIN.20160720.AMC.EPILITHON.2-DNA1	PRIN	HVKLFBGX5	BMI_Tube787	2016-07-20T09:30:00Z	2018-07-18T00:00:00Z	415552	180448	PRJNA406976	paired ends may be out of order
PRIN.20160720.AMC.EPIPSAMMON.2	PRIN.20160720.AMC.EPIPSAMMON.2-DNA1	PRIN	HVKLFBGX5	BMI_Tube800	2016-07-20T09:30:00Z	2018-07-18T00:00:00Z	15943330	5588638	PRJNA406976	paired ends may be out of order
PRIN.20170221.AMC.EPIPSAMMON.1	PRIN.20170221.AMC.EPIPSAMMON.1-DNA1	PRIN	HVFC7BGX5	BMI_Tube804	2017-02-21T11:00:00Z	2018-07-10T00:00:00Z	11853075	5668273	PRJNA406976	paired ends may be out of order
PRIN.20170221.AMC.EPIPSAMMON.4	PRIN.20170221.AMC.EPIPSAMMON.4-DNA1	PRIN	HVFC7BGX5	BMI_Tube807	2017-02-21T11:00:00Z	2018-07-10T00:00:00Z	8433748	2963431	PRJNA406976	paired ends may be out of order
PRIN.20170221.AMC.EPIPSAMMON.5	PRIN.20170221.AMC.EPIPSAMMON.5-DNA1	PRIN	HVFC7BGX5	BMI_Tube808	2017-02-21T11:00:00Z	2018-07-10T00:00:00Z	7526770	2733698	PRJNA406976	paired ends may be out of order
PRIN.20170221.AMC.EPIPSAMMON.2	PRIN.20170221.AMC.EPIPSAMMON.2-DNA1	PRIN	HVFC7BGX5	BMI_Tube805	2017-02-21T11:00:00Z	2018-07-10T00:00:00Z	5734513	2070849	PRJNA406976	paired ends may be out of order
PRIN.20170221.AMC.EPIPSAMMON.3	PRIN.20170221.AMC.EPIPSAMMON.3-DNA1	PRIN	HVFC7BGX5	BMI_Tube806	2017-02-21T11:00:00Z	2018-07-10T00:00:00Z	10303272	3686906	PRJNA406976	paired ends may be out of order
PRIN.20170705.AMC.EPIPSAMMON.1	PRIN.20170705.AMC.EPIPSAMMON.1-DNA1	PRIN	HVFC7BGX5	BMI_Tube809	2017-07-05T14:49:00Z	2018-07-10T00:00:00Z	10805891	5465021	PRJNA406976	paired ends may be out of order
PRIN.20170705.AMC.EPIPSAMMON.3	PRIN.20170705.AMC.EPIPSAMMON.3-DNA1	PRIN	HVFC7BGX5	BMI_Tube811	2017-07-05T14:49:00Z	2018-07-10T00:00:00Z	5906693	2123113	PRJNA406976	paired ends may be out of order
PRIN.20170705.AMC.EPIPSAMMON.5	PRIN.20170705.AMC.EPIPSAMMON.5-DNA1	PRIN	HVFC7BGX5	BMI_Tube813	2017-07-05T14:49:00Z	2018-07-10T00:00:00Z	5330827	1981095	PRJNA406976	paired ends may be out of order
PRIN.20170705.AMC.EPILITHON.2	PRIN.20170705.AMC.EPILITHON.2-DNA1	PRIN	HVKLFBGX5	BMI_Tube791	2017-07-05T14:49:00Z	2018-07-18T00:00:00Z	12270815	4148226	PRJNA406976	paired ends may be out of order
PRIN.20170705.AMC.EPIPSAMMON.4	PRIN.20170705.AMC.EPIPSAMMON.4-DNA1	PRIN	HVFC7BGX5	BMI_Tube812	2017-07-05T14:49:00Z	2018-07-10T00:00:00Z	1354536	825530	PRJNA406976	paired ends may be out of order
PRIN.20170705.AMC.EPILITHON.3	PRIN.20170705.AMC.EPILITHON.3-DNA1	PRIN	HVKLFBGX5	BMI_Tube792	2017-07-05T14:49:00Z	2018-07-18T00:00:00Z	5335642	2486458	PRJNA406976	paired ends may be out of order
PRIN.20170705.AMC.EPILITHON.1	PRIN.20170705.AMC.EPILITHON.1-DNA1	PRIN	HVKLFBGX5	BMI_Tube790	2017-07-05T14:49:00Z	2018-07-18T00:00:00Z	11896344	5595207	PRJNA406976	paired ends may be out of order
PRIN.20170705.AMC.EPIPSAMMON.2	PRIN.20170705.AMC.EPIPSAMMON.2-DNA1	PRIN	HVFC7BGX5	BMI_Tube810	2017-07-05T14:49:00Z	2018-07-10T00:00:00Z	5212900	1916265	PRJNA406976	paired ends may be out of order
PRIN.20180724.AMC.EPIPSAMMON.2	PRIN.20180724.AMC.EPIPSAMMON.2-DNA1	PRIN	HWTY2BGX7	BMI_AquaticPlate6WellH11	2018-07-24T16:02:00Z	2019-05-16T00:00:00Z	3168790	709375	PRJNA406976	paired ends may be out of order
PRIN.20180724.AMC.EPIPSAMMON.1	PRIN.20180724.AMC.EPIPSAMMON.1-DNA1	PRIN	HWVWKBGX7	BMI_AquaticPlate6WellA12	2018-07-24T16:02:00Z	2019-03-01T00:00:00Z	7926590	2871045	PRJNA406976	paired ends may be out of order
PRIN.20180724.AMC.EPIPSAMMON.3	PRIN.20180724.AMC.EPIPSAMMON.3-DNA1	PRIN	HWTY2BGX7	BMI_AquaticPlate6WellG11	2018-07-24T16:02:00Z	2019-05-16T00:00:00Z	8058804	2796446	PRJNA406976	paired ends may be out of order
BLDE.20180731.AMC.EPILITHON.2	BLDE.20180731.AMC.EPILITHON.2-DNA1	BLDE	HWTY2BGX7	BMI_AquaticPlate6WellF2	2018-07-31T14:00:00Z	2019-05-16T00:00:00Z	10152183	3259563	PRJNA406976	paired ends may be out of order
BLDE.20180731.AMC.EPILITHON.1	BLDE.20180731.AMC.EPILITHON.1-DNA1	BLDE	HWTY2BGX7	BMI_AquaticPlate6WellG2	2018-07-31T14:00:00Z	2019-05-16T00:00:00Z	9466095	5885270	PRJNA406976	paired ends may be out of order
BLDE.20180731.AMC.EPILITHON.4	BLDE.20180731.AMC.EPILITHON.4-DNA1	BLDE	H53VWBGXB	BMI_AquaticPlate6WellD2	2018-07-31T14:00:00Z	2019-03-19T00:00:00Z	10470402	3470164	PRJNA406976	paired ends may be out of order
BLDE.20180731.AMC.EPILITHON.3	BLDE.20180731.AMC.EPILITHON.3-DNA1	BLDE	H53VWBGXB	BMI_AquaticPlate6WellE2	2018-07-31T14:00:00Z	2019-03-19T00:00:00Z	8337723	2751106	PRJNA406976	paired ends may be out of order
BLDE.20180731.AMC.EPILITHON.7	BLDE.20180731.AMC.EPILITHON.7-DNA1	BLDE	HWVWKBGX7	BMI_AquaticPlate6WellA2	2018-07-31T14:00:00Z	2019-03-01T00:00:00Z	8410283	3849885	PRJNA406976	paired ends may be out of order
BLDE.20180731.AMC.EPILITHON.5	BLDE.20180731.AMC.EPILITHON.5-DNA1	BLDE	H53VWBGXB	BMI_AquaticPlate6WellC2	2018-07-31T14:00:00Z	2019-03-19T00:00:00Z	9922167	6071468	PRJNA406976	paired ends may be out of order
BLDE.20180731.AMC.EPILITHON.8	BLDE.20180731.AMC.EPILITHON.8-DNA1	BLDE	HWTY2BGX7	BMI_AquaticPlate6WellH1	2018-07-31T14:00:00Z	2019-05-16T00:00:00Z	8513687	2667877	PRJNA406976	paired ends may be out of order
BLDE.20180731.AMC.EPILITHON.6	BLDE.20180731.AMC.EPILITHON.6-DNA1	BLDE	HWVWKBGX7	BMI_AquaticPlate6WellB2	2018-07-31T14:00:00Z	2019-03-01T00:00:00Z	10446023	6283013	PRJNA406976	paired ends may be out of order
COMO.20170801.AMC.EPILITHON.4	COMO.20170801.AMC.EPILITHON.4-DNA1	COMO	HVJHMBGX5	BMI_Tube306	2017-08-01T15:05:00Z	2018-06-14T00:00:00Z	6611887	2134803	PRJNA406976	paired ends may be out of order
COMO.20170801.AMC.EPIPSAMMON.1	COMO.20170801.AMC.EPIPSAMMON.1-DNA1	COMO	HVKNKBGX5	BMI_Tube397	2017-08-01T15:05:00Z	2018-06-20T00:00:00Z	2006608	640534	PRJNA406976	paired ends may be out of order
COMO.20170801.AMC.EPIPSAMMON.3	COMO.20170801.AMC.EPIPSAMMON.3-DNA1	COMO	HVG3TBGX5	BMI_Tube655	2017-08-01T15:05:00Z	2018-06-27T00:00:00Z	9352715	3435320	PRJNA406976	paired ends may be out of order
COMO.20170801.AMC.EPILITHON.5	COMO.20170801.AMC.EPILITHON.5-DNA1	COMO	HVJHMBGX5	BMI_Tube307	2017-08-01T15:05:00Z	2018-06-14T00:00:00Z	2712118	857870	PRJNA406976	paired ends may be out of order
COMO.20170801.AMC.EPILITHON.3	COMO.20170801.AMC.EPILITHON.3-DNA1	COMO	HVJHMBGX5	BMI_Tube305	2017-08-01T15:05:00Z	2018-06-14T00:00:00Z	2615089	785880	PRJNA406976	paired ends may be out of order
COMO.20170801.AMC.EPILITHON.2	COMO.20170801.AMC.EPILITHON.2-DNA1	COMO	HVJHMBGX5	BMI_Tube304	2017-08-01T15:05:00Z	2018-06-14T00:00:00Z	5776173	3551892	PRJNA406976	paired ends may be out of order
COMO.20170801.AMC.EPIPSAMMON.2	COMO.20170801.AMC.EPIPSAMMON.2-DNA1	COMO	HVG3TBGX5	BMI_Tube654	2017-08-01T15:05:00Z	2018-06-27T00:00:00Z	11821870	4030079	PRJNA406976	paired ends may be out of order
COMO.20170801.AMC.EPILITHON.1	COMO.20170801.AMC.EPILITHON.1-DNA1	COMO	HVJHMBGX5	BMI_Tube303	2017-08-01T15:05:00Z	2018-06-14T00:00:00Z	1899442	614760	PRJNA406976	paired ends may be out of order
COMO.20180808.AMC.EPIPSAMMON.1	COMO.20180808.AMC.EPIPSAMMON.1-DNA1	COMO	HWTY2BGX7	BMI_AquaticPlate6WellH10	2018-08-08T16:31:00Z	2019-05-16T00:00:00Z	3964482	1422588	PRJNA406976	paired ends may be out of order
COMO.20180808.AMC.EPILITHON.3	COMO.20180808.AMC.EPILITHON.3-DNA1	COMO	H53VWBGXB	BMI_AquaticPlate6WellB9	2018-08-08T16:31:00Z	2019-03-19T00:00:00Z	11137276	3688298	PRJNA406976	paired ends may be out of order
COMO.20180808.AMC.EPILITHON.5	COMO.20180808.AMC.EPILITHON.5-DNA1	COMO	H53VWBGXB	BMI_AquaticPlate6WellC5	2018-08-08T16:31:00Z	2019-03-19T00:00:00Z	9719367	3311058	PRJNA406976	paired ends may be out of order
COMO.20180808.AMC.EPIPSAMMON.2	COMO.20180808.AMC.EPIPSAMMON.2-DNA1	COMO	HWTY2BGX7	BMI_AquaticPlate6WellG10	2018-08-08T16:31:00Z	2019-05-16T00:00:00Z	5053469	3228394	PRJNA406976	paired ends may be out of order
COMO.20180808.AMC.EPILITHON.4	COMO.20180808.AMC.EPILITHON.4-DNA1	COMO	H53VWBGXB	BMI_AquaticPlate6WellD5	2018-08-08T16:31:00Z	2019-03-19T00:00:00Z	10066811	3352427	PRJNA406976	paired ends may be out of order
COMO.20180808.AMC.EPIPSAMMON.3	COMO.20180808.AMC.EPIPSAMMON.3-DNA1	COMO	HWTY2BGX7	BMI_AquaticPlate6WellF10	2018-08-08T16:31:00Z	2019-05-16T00:00:00Z	3683390	1372588	PRJNA406976	paired ends may be out of order
COMO.20180808.AMC.EPILITHON.2	COMO.20180808.AMC.EPILITHON.2-DNA1	COMO	H53VWBGXB	BMI_AquaticPlate6WellC9	2018-08-08T16:31:00Z	2019-03-19T00:00:00Z	14460176	5036621	PRJNA406976	paired ends may be out of order
COMO.20180808.AMC.EPILITHON.1	COMO.20180808.AMC.EPILITHON.1-DNA1	COMO	H53VWBGXB	BMI_AquaticPlate6WellD9	2018-08-08T16:31:00Z	2019-03-19T00:00:00Z	5875581	3436589	PRJNA406976	paired ends may be out of order
WLOU.20170720.AMC.EPIPSAMMON.1	WLOU.20170720.AMC.EPIPSAMMON.1-DNA1	WLOU	HVKNKBGX5	BMI_Tube394	2017-07-20T16:06:00Z	2018-06-20T00:00:00Z	6818411	2380915	PRJNA406976	paired ends may be out of order
WLOU.20170720.AMC.EPIPSAMMON.2	WLOU.20170720.AMC.EPIPSAMMON.2-DNA1	WLOU	HVKNKBGX5	BMI_Tube395	2017-07-20T16:06:00Z	2018-06-20T00:00:00Z	13752909	4779140	PRJNA406976	paired ends may be out of order
WLOU.20170720.AMC.EPIPSAMMON.3	WLOU.20170720.AMC.EPIPSAMMON.3-DNA1	WLOU	HVKNKBGX5	BMI_Tube396	2017-07-20T16:06:00Z	2018-06-20T00:00:00Z	12918917	6170600	PRJNA406976	paired ends may be out of order
WLOU.20180522.AMC.EPILITHON.5	WLOU.20180522.AMC.EPILITHON.5-DNA1	WLOU	H53VWBGXB	BMI_AquaticPlate6WellB5	2018-05-22T17:13:00Z	2019-03-19T00:00:00Z	10875729	5159739	PRJNA406976	paired ends may be out of order
WLOU.20180726.AMC.EPILITHON.4	WLOU.20180726.AMC.EPILITHON.4-DNA1	WLOU	HWTY2BGX7	BMI_AquaticPlate6WellF4	2018-07-26T15:51:00Z	2019-05-16T00:00:00Z	5879258	3686533	PRJNA406976	paired ends may be out of order
WLOU.20180726.AMC.EPIPSAMMON.1	WLOU.20180726.AMC.EPIPSAMMON.1-DNA1	WLOU	H53VWBGXB	BMI_AquaticPlate6WellC11	2018-07-26T15:51:00Z	2019-03-19T00:00:00Z	7536857	3827777	PRJNA406976	paired ends may be out of order
WLOU.20180726.AMC.EPILITHON.5	WLOU.20180726.AMC.EPILITHON.5-DNA1	WLOU	H53VWBGXB	BMI_AquaticPlate6WellE4	2018-07-26T15:51:00Z	2019-03-19T00:00:00Z	8247719	2739032	PRJNA406976	paired ends may be out of order
WLOU.20180726.AMC.EPILITHON.1	WLOU.20180726.AMC.EPILITHON.1-DNA1	WLOU	HWVWKBGX7	BMI_AquaticPlate6WellA5	2018-07-26T15:51:00Z	2019-03-01T00:00:00Z	8809468	2952793	PRJNA406976	paired ends may be out of order
WLOU.20180726.AMC.EPILITHON.2	WLOU.20180726.AMC.EPILITHON.2-DNA1	WLOU	HWTY2BGX7	BMI_AquaticPlate6WellH4	2018-07-26T15:51:00Z	2019-05-16T00:00:00Z	3883455	1845704	PRJNA406976	paired ends may be out of order
WLOU.20180726.AMC.EPILITHON.3	WLOU.20180726.AMC.EPILITHON.3-DNA1	WLOU	HWTY2BGX7	BMI_AquaticPlate6WellG4	2018-07-26T15:51:00Z	2019-05-16T00:00:00Z	7442194	3416602	PRJNA406976	paired ends may be out of order
WLOU.20180726.AMC.EPIPSAMMON.3	WLOU.20180726.AMC.EPIPSAMMON.3-DNA1	WLOU	HWVWKBGX7	BMI_AquaticPlate6WellA11	2018-07-26T15:51:00Z	2019-03-01T00:00:00Z	10581376	9138145	PRJNA406976	paired ends may be out of order
WLOU.20180726.AMC.EPIPSAMMON.2	WLOU.20180726.AMC.EPIPSAMMON.2-DNA1	WLOU	H53VWBGXB	BMI_AquaticPlate6WellB11	2018-07-26T15:51:00Z	2019-03-19T00:00:00Z	4296517	1576451	PRJNA406976	paired ends may be out of order
SYCA.20170711.AMC.EPIPSAMMON.6	SYCA.20170711.AMC.EPIPSAMMON.6-DNA1	SYCA	HVG3TBGX5	BMI_Tube658	2017-07-11T13:59:00Z	2018-06-27T00:00:00Z	13961977	4980809	PRJNA406976	paired ends may be out of order
SYCA.20170711.AMC.EPILITHON.7	SYCA.20170711.AMC.EPILITHON.7-DNA1	SYCA	HVKNKBGX5	BMI_Tube410	2017-07-11T13:59:00Z	2018-06-20T00:00:00Z	9079977	4162513	PRJNA406976	paired ends may be out of order
SYCA.20170711.AMC.EPILITHON.1	SYCA.20170711.AMC.EPILITHON.1-DNA1	SYCA	HVKNKBGX5	BMI_Tube407	2017-07-11T13:59:00Z	2018-06-20T00:00:00Z	8282941	2534099	PRJNA406976	paired ends may be out of order
SYCA.20170711.AMC.EPILITHON.8	SYCA.20170711.AMC.EPILITHON.8-DNA1	SYCA	HVKNKBGX5	BMI_Tube411	2017-07-11T13:59:00Z	2018-06-20T00:00:00Z	11638959	10303306	PRJNA406976	paired ends may be out of order
SYCA.20170711.AMC.EPILITHON.2	SYCA.20170711.AMC.EPILITHON.2-DNA1	SYCA	HVKNKBGX5	BMI_Tube408	2017-07-11T13:59:00Z	2018-06-20T00:00:00Z	14182760	4498223	PRJNA406976	paired ends may be out of order
SYCA.20170711.AMC.EPIPSAMMON.3	SYCA.20170711.AMC.EPIPSAMMON.3-DNA1	SYCA	HVG3TBGX5	BMI_Tube656	2017-07-11T13:59:00Z	2018-06-27T00:00:00Z	8645466	3326487	PRJNA406976	paired ends may be out of order
SYCA.20170711.AMC.EPIPSAMMON.5	SYCA.20170711.AMC.EPIPSAMMON.5-DNA1	SYCA	HVG3TBGX5	BMI_Tube657	2017-07-11T13:59:00Z	2018-06-27T00:00:00Z	8791330	4466463	PRJNA406976	paired ends may be out of order
SYCA.20170711.AMC.EPILITHON.4	SYCA.20170711.AMC.EPILITHON.4-DNA1	SYCA	HVKNKBGX5	BMI_Tube409	2017-07-11T13:59:00Z	2018-06-20T00:00:00Z	9768020	3012326	PRJNA406976	paired ends may be out of order
REDB.20170718.AMC.EPIPELON.1	REDB.20170718.AMC.EPIPELON.1-DNA1	REDB	HL7HTBGX7	BMI_Tube1326	2017-07-18T16:20:00Z	2018-07-31T00:00:00Z	6690737	2422986	PRJNA406976	paired ends may be out of order
REDB.20170718.AMC.EPIPELON.2	REDB.20170718.AMC.EPIPELON.2-DNA1	REDB	HL7HTBGX7	BMI_Tube1327	2017-07-18T16:20:00Z	2018-07-31T00:00:00Z	10077556	3580513	PRJNA406976	paired ends may be out of order
REDB.20170718.AMC.EPIPELON.5	REDB.20170718.AMC.EPIPELON.5-DNA1	REDB	HL7HTBGX7	BMI_Tube1330	2017-07-18T16:20:00Z	2018-07-31T00:00:00Z	6248557	2271775	PRJNA406976	paired ends may be out of order
REDB.20170718.AMC.EPILITHON.8	REDB.20170718.AMC.EPILITHON.8-DNA1	REDB	HVKLFBGX5	BMI_Tube707	2017-07-18T16:20:00Z	2018-07-18T00:00:00Z	12026748	4131450	PRJNA406976	paired ends may be out of order
REDB.20170718.AMC.EPIPELON.3	REDB.20170718.AMC.EPIPELON.3-DNA1	REDB	HL7HTBGX7	BMI_Tube1328	2017-07-18T16:20:00Z	2018-07-31T00:00:00Z	7286257	3689500	PRJNA406976	paired ends may be out of order
REDB.20170718.AMC.EPILITHON.7	REDB.20170718.AMC.EPILITHON.7-DNA1	REDB	HVKLFBGX5	BMI_Tube706	2017-07-18T16:20:00Z	2018-07-18T00:00:00Z	7897606	2520767	PRJNA406976	paired ends may be out of order
REDB.20170718.AMC.EPIPELON.4	REDB.20170718.AMC.EPIPELON.4-DNA1	REDB	HL7HTBGX7	BMI_Tube1329	2017-07-18T16:20:00Z	2018-07-31T00:00:00Z	12701864	4518816	PRJNA406976	paired ends may be out of order
REDB.20170718.AMC.EPILITHON.6	REDB.20170718.AMC.EPILITHON.6-DNA1	REDB	HVKLFBGX5	BMI_Tube705	2017-07-18T16:20:00Z	2018-07-18T00:00:00Z	9110497	2959709	PRJNA406976	paired ends may be out of order
REDB.20180718.AMC.EPIPSAMMON.3	REDB.20180718.AMC.EPIPSAMMON.3-DNA1	REDB	H53VWBGXB	BMI_AquaticPlate6WellB6	2018-07-18T16:15:00Z	2019-03-19T00:00:00Z	8184636	3211383	PRJNA406976	paired ends may be out of order
REDB.20180718.AMC.EPIPSAMMON.2	REDB.20180718.AMC.EPIPSAMMON.2-DNA1	REDB	H53VWBGXB	BMI_AquaticPlate6WellC6	2018-07-18T16:15:00Z	2019-03-19T00:00:00Z	6934778	2671307	PRJNA406976	paired ends may be out of order
REDB.20180718.AMC.EPIPSAMMON.1	REDB.20180718.AMC.EPIPSAMMON.1-DNA1	REDB	H53VWBGXB	BMI_AquaticPlate6WellD6	2018-07-18T16:15:00Z	2019-03-19T00:00:00Z	11024755	3716191	PRJNA406976	paired ends may be out of order
REDB.20180718.AMC.EPIPSAMMON.5	REDB.20180718.AMC.EPIPSAMMON.5-DNA1	REDB	HWTY2BGX7	BMI_AquaticPlate6WellH5	2018-07-18T16:15:00Z	2019-05-16T00:00:00Z	3295861	1331681	PRJNA406976	paired ends may be out of order
REDB.20180718.AMC.EPIPSAMMON.4	REDB.20180718.AMC.EPIPSAMMON.4-DNA1	REDB	HWVWKBGX7	BMI_AquaticPlate6WellA6	2018-07-18T16:15:00Z	2019-03-01T00:00:00Z	11804967	4437569	PRJNA406976	paired ends may be out of order
REDB.20180718.AMC.EPILITHON.3	REDB.20180718.AMC.EPILITHON.3-DNA1	REDB	HWVCLBGX7	BMI_AquaticPlate3WellE3	2018-07-18T16:15:00Z	2018-12-04T00:00:00Z	15353065	5350552	PRJNA406976	paired ends may be out of order
REDB.20180718.AMC.EPILITHON.1	REDB.20180718.AMC.EPILITHON.1-DNA1	REDB	HWVCLBGX7	BMI_AquaticPlate3WellG3	2018-07-18T16:15:00Z	2018-12-04T00:00:00Z	9966133	6124565	PRJNA406976	paired ends may be out of order
REDB.20180718.AMC.EPILITHON.2	REDB.20180718.AMC.EPILITHON.2-DNA1	REDB	HWVCLBGX7	BMI_AquaticPlate3WellF3	2018-07-18T16:15:00Z	2018-12-04T00:00:00Z	8336253	5031251	PRJNA406976	paired ends may be out of order
MART.20180717.AMC.EPILITHON.1	MART.20180717.AMC.EPILITHON.1-DNA1	MART	HWVCLBGX7	BMI_AquaticPlate3WellA9	2018-07-17T16:25:00Z	2018-12-04T00:00:00Z	13871733	6516424	PRJNA406976	paired ends may be out of order
MART.20180717.AMC.EPILITHON.6	MART.20180717.AMC.EPILITHON.6-DNA1	MART	HWVCLBGX7	BMI_AquaticPlate3WellD8	2018-07-17T16:25:00Z	2018-12-04T00:00:00Z	10296376	3236117	PRJNA406976	paired ends may be out of order
MART.20180717.AMC.EPILITHON.2	MART.20180717.AMC.EPILITHON.2-DNA1	MART	HWVCLBGX7	BMI_AquaticPlate3WellH8	2018-07-17T16:25:00Z	2018-12-04T00:00:00Z	10521878	4781502	PRJNA406976	paired ends may be out of order
MART.20180717.AMC.EPILITHON.4	MART.20180717.AMC.EPILITHON.4-DNA1	MART	HWVCLBGX7	BMI_AquaticPlate3WellF8	2018-07-17T16:25:00Z	2018-12-04T00:00:00Z	13512132	4234460	PRJNA406976	paired ends may be out of order
MART.20180717.AMC.EPILITHON.3	MART.20180717.AMC.EPILITHON.3-DNA1	MART	HWVCLBGX7	BMI_AquaticPlate3WellG8	2018-07-17T16:25:00Z	2018-12-04T00:00:00Z	11709723	3608053	PRJNA406976	paired ends may be out of order
MART.20180717.AMC.EPILITHON.8	MART.20180717.AMC.EPILITHON.8-DNA1	MART	HWVCLBGX7	BMI_AquaticPlate3WellB8	2018-07-17T16:25:00Z	2018-12-04T00:00:00Z	8751586	2687665	PRJNA406976	paired ends may be out of order
